On configration JD1+E2, example test152-1, clover violates rule R1, detected by State diff.
On configration JD2+E4, example test103-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test104-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test110-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test110-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test111-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test111-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test118-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test119-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test125-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test125-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test126-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test139-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test142-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test143-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test147-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test151-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test151-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test152-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test152-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test167-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test168-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test169-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test170-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test184-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test252-5, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test256-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test257-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test258-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test259-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test267-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test268-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test269-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test270-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test291-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test292-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test293-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test294-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test302-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test303-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test304-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test305-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test31-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test32-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test33-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test34-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test34-7, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test352-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test353-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test361-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test362-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test363-1, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test371-4, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test372-4, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test373-4, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test374-4, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test381-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test382-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test383-2, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test387-4, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test391-4, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test392-4, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test393-4, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test394-4, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test4-3, clover violates rule R1, detected by Assertion diff.
On configration JD2+E4, example test43-3, clover violates rule R1, detected by Assertion diff.
